order_id,order_dum,order_type,item,qty,facing,due_date,station,pod_id,status,finish_time,date,time_gen
52,29,1,31,2,-1,99999,-1,-1,-3,-1,1,300
53,29,1,152,7,-1,99999,-1,-1,-3,-1,1,300
54,29,1,227,12,-1,99999,-1,-1,-3,-1,1,300
55,30,1,344,8,-1,99999,-1,-1,-3,-1,1,300
56,31,1,495,8,-1,99999,-1,-1,-3,-1,1,300
57,31,1,129,8,-1,99999,-1,-1,-3,-1,1,300
58,32,1,62,6,-1,99999,-1,-1,-3,-1,1,300
59,32,1,31,6,-1,99999,-1,-1,-3,-1,1,300
60,32,1,72,12,-1,99999,-1,-1,-3,-1,1,300
61,33,1,267,6,-1,99999,-1,-1,-3,-1,1,360
62,33,1,107,2,-1,99999,-1,-1,-3,-1,1,360
63,33,1,24,6,-1,99999,-1,-1,-3,-1,1,360
64,33,1,15,1,-1,99999,-1,-1,-3,-1,1,360
65,34,1,492,12,-1,99999,-1,-1,-3,-1,1,360
66,34,1,152,8,-1,99999,-1,-1,-3,-1,1,360
67,34,1,40,6,-1,99999,-1,-1,-3,-1,1,360
68,35,1,498,7,-1,99999,-1,-1,-3,-1,1,360
69,35,1,106,3,-1,99999,-1,-1,-3,-1,1,360
70,36,1,78,8,-1,99999,-1,-1,-3,-1,1,360
71,37,1,418,4,-1,99999,-1,-1,-3,-1,1,360
72,38,1,41,6,-1,99999,-1,-1,-3,-1,1,360
73,38,1,39,5,-1,99999,-1,-1,-3,-1,1,360
74,38,1,14,6,-1,99999,-1,-1,-3,-1,1,360
75,39,1,175,4,-1,99999,-1,-1,-3,-1,1,420
76,40,1,466,5,-1,99999,-1,-1,-3,-1,1,420
77,40,1,4,10,-1,99999,-1,-1,-3,-1,1,420
78,40,1,31,2,-1,99999,-1,-1,-3,-1,1,420
79,40,1,482,6,-1,99999,-1,-1,-3,-1,1,420
80,40,1,242,9,-1,99999,-1,-1,-3,-1,1,420
81,40,1,16,5,-1,99999,-1,-1,-3,-1,1,420
82,40,1,20,8,-1,99999,-1,-1,-3,-1,1,420
83,41,1,43,6,-1,99999,-1,-1,-3,-1,1,420
84,42,1,18,6,-1,99999,-1,-1,-3,-1,1,420
85,43,1,9,3,-1,99999,-1,-1,-3,-1,1,480
86,43,1,283,4,-1,99999,-1,-1,-3,-1,1,480
87,44,1,43,9,-1,99999,-1,-1,-3,-1,1,480
88,44,1,106,3,-1,99999,-1,-1,-3,-1,1,480
89,45,1,8,2,-1,99999,-1,-1,-3,-1,1,480
90,46,1,26,7,-1,99999,-1,-1,-3,-1,1,480
91,46,1,22,12,-1,99999,-1,-1,-3,-1,1,480
92,46,1,4,8,-1,99999,-1,-1,-3,-1,1,480
93,46,1,31,7,-1,99999,-1,-1,-3,-1,1,480
94,46,1,1,1,-1,99999,-1,-1,-3,-1,1,480
95,47,1,116,12,-1,99999,-1,-1,-3,-1,1,540
96,48,1,30,8,-1,99999,-1,-1,-3,-1,1,540
97,49,1,110,10,-1,99999,-1,-1,-3,-1,1,540
98,49,1,0,12,-1,99999,-1,-1,-3,-1,1,540
99,50,1,319,2,-1,99999,-1,-1,-3,-1,1,540
100,51,1,237,6,-1,99999,-1,-1,-3,-1,1,540
101,51,1,53,6,-1,99999,-1,-1,-3,-1,1,540
102,51,1,163,10,-1,99999,-1,-1,-3,-1,1,540
103,51,1,183,4,-1,99999,-1,-1,-3,-1,1,540
104,51,1,337,8,-1,99999,-1,-1,-3,-1,1,540
105,52,1,257,6,-1,99999,-1,-1,-3,-1,1,540
106,53,1,87,10,-1,99999,-1,-1,-3,-1,1,600
107,53,1,2,12,-1,99999,-1,-1,-3,-1,1,600
108,53,1,69,4,-1,99999,-1,-1,-3,-1,1,600
109,54,1,26,10,-1,99999,-1,-1,-3,-1,1,600
110,54,1,30,7,-1,99999,-1,-1,-3,-1,1,600
111,55,1,1,5,-1,99999,-1,-1,-3,-1,1,600
112,56,1,189,4,-1,99999,-1,-1,-3,-1,1,600
113,57,1,487,7,-1,99999,-1,-1,-3,-1,1,660
114,57,1,12,10,-1,99999,-1,-1,-3,-1,1,660
115,58,1,8,8,-1,99999,-1,-1,-3,-1,1,660
116,58,1,170,9,-1,99999,-1,-1,-3,-1,1,660
117,59,1,16,8,-1,99999,-1,-1,-3,-1,1,660
118,59,1,10,4,-1,99999,-1,-1,-3,-1,1,660
119,59,1,24,6,-1,99999,-1,-1,-3,-1,1,660
120,59,1,109,6,-1,99999,-1,-1,-3,-1,1,660
121,60,1,220,7,-1,99999,-1,-1,-3,-1,1,660
122,61,1,41,8,-1,99999,-1,-1,-3,-1,1,660
123,61,1,136,2,-1,99999,-1,-1,-3,-1,1,660
124,62,1,205,6,-1,99999,-1,-1,-3,-1,1,660
125,62,1,36,4,-1,99999,-1,-1,-3,-1,1,660
126,62,1,80,4,-1,99999,-1,-1,-3,-1,1,660
127,62,1,2,8,-1,99999,-1,-1,-3,-1,1,660
128,62,1,459,8,-1,99999,-1,-1,-3,-1,1,660
129,62,1,46,4,-1,99999,-1,-1,-3,-1,1,660
130,62,1,56,8,-1,99999,-1,-1,-3,-1,1,660
131,62,1,251,7,-1,99999,-1,-1,-3,-1,1,660
132,62,1,177,6,-1,99999,-1,-1,-3,-1,1,660
133,62,1,120,8,-1,99999,-1,-1,-3,-1,1,660
134,62,1,18,6,-1,99999,-1,-1,-3,-1,1,660
135,62,1,4,2,-1,99999,-1,-1,-3,-1,1,660
136,63,1,1,4,-1,99999,-1,-1,-3,-1,1,660
137,63,1,28,1,-1,99999,-1,-1,-3,-1,1,660
138,64,1,394,8,-1,99999,-1,-1,-3,-1,1,720
139,65,1,98,8,-1,99999,-1,-1,-3,-1,1,720
140,66,1,141,5,-1,99999,-1,-1,-3,-1,1,720
141,66,1,54,6,-1,99999,-1,-1,-3,-1,1,720
142,66,1,16,6,-1,99999,-1,-1,-3,-1,1,720
143,67,1,106,4,-1,99999,-1,-1,-3,-1,1,720
144,67,1,179,10,-1,99999,-1,-1,-3,-1,1,720
145,68,1,64,8,-1,99999,-1,-1,-3,-1,1,720
146,69,1,127,8,-1,99999,-1,-1,-3,-1,1,780
147,69,1,85,12,-1,99999,-1,-1,-3,-1,1,780
148,70,1,30,3,-1,99999,-1,-1,-3,-1,1,780
149,71,1,1,8,-1,99999,-1,-1,-3,-1,1,780
150,72,1,12,4,-1,99999,-1,-1,-3,-1,1,780
151,73,1,1,10,-1,99999,-1,-1,-3,-1,1,840
152,74,1,73,12,-1,99999,-1,-1,-3,-1,1,840
153,75,1,4,12,-1,99999,-1,-1,-3,-1,1,840
154,76,1,192,11,-1,99999,-1,-1,-3,-1,1,840
155,77,1,152,9,-1,99999,-1,-1,-3,-1,1,900
156,77,1,55,7,-1,99999,-1,-1,-3,-1,1,900
157,78,1,91,9,-1,99999,-1,-1,-3,-1,1,900
158,78,1,13,6,-1,99999,-1,-1,-3,-1,1,900
159,78,1,133,9,-1,99999,-1,-1,-3,-1,1,900
160,79,1,47,5,-1,99999,-1,-1,-3,-1,1,900
161,80,1,334,8,-1,99999,-1,-1,-3,-1,1,900
162,80,1,316,6,-1,99999,-1,-1,-3,-1,1,900
163,81,1,18,9,-1,99999,-1,-1,-3,-1,1,900
164,82,1,88,12,-1,99999,-1,-1,-3,-1,1,900
165,82,1,56,7,-1,99999,-1,-1,-3,-1,1,900
166,82,1,122,6,-1,99999,-1,-1,-3,-1,1,900
167,83,1,2,6,-1,99999,-1,-1,-3,-1,1,900
168,83,1,31,7,-1,99999,-1,-1,-3,-1,1,900
169,83,1,336,4,-1,99999,-1,-1,-3,-1,1,900
170,83,1,440,4,-1,99999,-1,-1,-3,-1,1,900
171,84,1,11,12,-1,99999,-1,-1,-3,-1,1,900
172,85,1,260,2,-1,99999,-1,-1,-3,-1,1,900
173,86,1,101,9,-1,99999,-1,-1,-3,-1,1,900
174,86,1,7,9,-1,99999,-1,-1,-3,-1,1,900
175,86,1,46,3,-1,99999,-1,-1,-3,-1,1,900
176,87,1,26,2,-1,99999,-1,-1,-3,-1,1,960
177,88,1,74,5,-1,99999,-1,-1,-3,-1,1,960
178,88,1,286,8,-1,99999,-1,-1,-3,-1,1,960
179,88,1,2,3,-1,99999,-1,-1,-3,-1,1,960
180,88,1,67,10,-1,99999,-1,-1,-3,-1,1,960
181,89,1,6,3,-1,99999,-1,-1,-3,-1,1,1020
182,89,1,7,5,-1,99999,-1,-1,-3,-1,1,1020
183,90,1,343,6,-1,99999,-1,-1,-3,-1,1,1020
184,91,1,19,2,-1,99999,-1,-1,-3,-1,1,1080
185,91,1,7,12,-1,99999,-1,-1,-3,-1,1,1080
186,91,1,441,10,-1,99999,-1,-1,-3,-1,1,1080
187,91,1,151,7,-1,99999,-1,-1,-3,-1,1,1080
188,91,1,2,7,-1,99999,-1,-1,-3,-1,1,1080
189,91,1,206,4,-1,99999,-1,-1,-3,-1,1,1080
190,91,1,13,5,-1,99999,-1,-1,-3,-1,1,1080
191,92,1,7,12,-1,99999,-1,-1,-3,-1,1,1080
192,92,1,21,4,-1,99999,-1,-1,-3,-1,1,1080
193,93,1,6,10,-1,99999,-1,-1,-3,-1,1,1080
194,94,1,20,6,-1,99999,-1,-1,-3,-1,1,1140
195,95,1,202,4,-1,99999,-1,-1,-3,-1,1,1140
196,96,1,46,8,-1,99999,-1,-1,-3,-1,1,1140
197,96,1,102,6,-1,99999,-1,-1,-3,-1,1,1140
198,96,1,21,8,-1,99999,-1,-1,-3,-1,1,1140
199,97,1,16,5,-1,99999,-1,-1,-3,-1,1,1140
200,97,1,29,3,-1,99999,-1,-1,-3,-1,1,1140
201,97,1,0,10,-1,99999,-1,-1,-3,-1,1,1140
202,98,1,74,2,-1,99999,-1,-1,-3,-1,1,1140
203,99,1,156,6,-1,99999,-1,-1,-3,-1,1,1140
204,99,1,26,4,-1,99999,-1,-1,-3,-1,1,1140
205,99,1,39,2,-1,99999,-1,-1,-3,-1,1,1140
206,100,1,123,1,-1,99999,-1,-1,-3,-1,1,1140
207,100,1,52,7,-1,99999,-1,-1,-3,-1,1,1140
208,100,1,177,4,-1,99999,-1,-1,-3,-1,1,1140
209,101,1,139,10,-1,99999,-1,-1,-3,-1,1,1140
210,102,1,31,9,-1,99999,-1,-1,-3,-1,1,1200
211,103,1,33,4,-1,99999,-1,-1,-3,-1,1,1200
212,104,1,304,8,-1,99999,-1,-1,-3,-1,1,1200
213,105,1,17,5,-1,99999,-1,-1,-3,-1,1,1200
214,105,1,9,6,-1,99999,-1,-1,-3,-1,1,1200
215,106,1,3,6,-1,99999,-1,-1,-3,-1,1,1200
216,106,1,27,6,-1,99999,-1,-1,-3,-1,1,1200
217,106,1,45,10,-1,99999,-1,-1,-3,-1,1,1200
218,107,1,428,12,-1,99999,-1,-1,-3,-1,1,1200
219,107,1,34,4,-1,99999,-1,-1,-3,-1,1,1200
220,107,1,48,8,-1,99999,-1,-1,-3,-1,1,1200
221,108,1,22,7,-1,99999,-1,-1,-3,-1,1,1260
222,108,1,98,5,-1,99999,-1,-1,-3,-1,1,1260
223,108,1,171,12,-1,99999,-1,-1,-3,-1,1,1260
224,108,1,179,9,-1,99999,-1,-1,-3,-1,1,1260
225,109,1,383,5,-1,99999,-1,-1,-3,-1,1,1320
226,109,1,139,7,-1,99999,-1,-1,-3,-1,1,1320
227,110,1,137,4,-1,99999,-1,-1,-3,-1,1,1320
228,111,1,55,6,-1,99999,-1,-1,-3,-1,1,1320
229,111,1,40,3,-1,99999,-1,-1,-3,-1,1,1320
230,112,1,123,4,-1,99999,-1,-1,-3,-1,1,1320
231,112,1,7,8,-1,99999,-1,-1,-3,-1,1,1320
232,113,1,129,12,-1,99999,-1,-1,-3,-1,1,1320
233,114,1,126,11,-1,99999,-1,-1,-3,-1,1,1320
234,114,1,7,5,-1,99999,-1,-1,-3,-1,1,1320
235,115,1,13,10,-1,99999,-1,-1,-3,-1,1,1320
236,116,1,80,11,-1,99999,-1,-1,-3,-1,1,1380
237,116,1,22,6,-1,99999,-1,-1,-3,-1,1,1380
238,116,1,21,6,-1,99999,-1,-1,-3,-1,1,1380
239,116,1,13,4,-1,99999,-1,-1,-3,-1,1,1380
240,116,1,36,6,-1,99999,-1,-1,-3,-1,1,1380
241,117,1,139,5,-1,99999,-1,-1,-3,-1,1,1380
242,117,1,69,12,-1,99999,-1,-1,-3,-1,1,1380
243,117,1,41,6,-1,99999,-1,-1,-3,-1,1,1380
244,118,1,8,7,-1,99999,-1,-1,-3,-1,1,1380
245,118,1,14,6,-1,99999,-1,-1,-3,-1,1,1380
246,118,1,28,10,-1,99999,-1,-1,-3,-1,1,1380
247,118,1,112,4,-1,99999,-1,-1,-3,-1,1,1380
248,119,1,11,4,-1,99999,-1,-1,-3,-1,1,1380
249,120,1,245,6,-1,99999,-1,-1,-3,-1,1,1380
250,120,1,58,2,-1,99999,-1,-1,-3,-1,1,1380
251,121,1,182,4,-1,99999,-1,-1,-3,-1,1,1380
252,122,1,20,6,-1,99999,-1,-1,-3,-1,1,1380
253,123,1,109,7,-1,99999,-1,-1,-3,-1,1,1440
254,124,1,149,8,-1,99999,-1,-1,-3,-1,1,1440
255,124,1,78,6,-1,99999,-1,-1,-3,-1,1,1440
256,125,1,11,12,-1,99999,-1,-1,-3,-1,1,1440
257,125,1,132,4,-1,99999,-1,-1,-3,-1,1,1440
258,125,1,39,12,-1,99999,-1,-1,-3,-1,1,1440
259,125,1,36,2,-1,99999,-1,-1,-3,-1,1,1440
260,126,1,141,4,-1,99999,-1,-1,-3,-1,1,1440
261,126,1,52,6,-1,99999,-1,-1,-3,-1,1,1440
262,126,1,17,7,-1,99999,-1,-1,-3,-1,1,1440
263,127,1,222,11,-1,99999,-1,-1,-3,-1,1,1440
264,128,1,6,8,-1,99999,-1,-1,-3,-1,1,1440
265,128,1,438,5,-1,99999,-1,-1,-3,-1,1,1440
266,128,1,163,2,-1,99999,-1,-1,-3,-1,1,1440
267,129,1,0,8,-1,99999,-1,-1,-3,-1,1,1440
268,129,1,39,10,-1,99999,-1,-1,-3,-1,1,1440
269,130,1,370,3,-1,99999,-1,-1,-3,-1,1,1500
270,131,1,451,8,-1,99999,-1,-1,-3,-1,1,1500
271,132,1,379,6,-1,99999,-1,-1,-3,-1,1,1500
272,133,1,185,8,-1,99999,-1,-1,-3,-1,1,1500
273,134,1,3,2,-1,99999,-1,-1,-3,-1,1,1500
274,134,1,102,6,-1,99999,-1,-1,-3,-1,1,1500
275,135,1,1,7,-1,99999,-1,-1,-3,-1,1,1500
276,136,1,15,6,-1,99999,-1,-1,-3,-1,1,1560
277,137,1,114,8,-1,99999,-1,-1,-3,-1,1,1560
278,137,1,241,8,-1,99999,-1,-1,-3,-1,1,1560
279,138,1,24,8,-1,99999,-1,-1,-3,-1,1,1560
280,139,1,293,1,-1,99999,-1,-1,-3,-1,1,1620
281,140,1,157,4,-1,99999,-1,-1,-3,-1,1,1620
282,141,1,80,7,-1,99999,-1,-1,-3,-1,1,1620
283,142,1,26,7,-1,99999,-1,-1,-3,-1,1,1620
284,142,1,23,3,-1,99999,-1,-1,-3,-1,1,1620
285,143,1,164,5,-1,99999,-1,-1,-3,-1,1,1620
286,144,1,105,8,-1,99999,-1,-1,-3,-1,1,1620
287,145,1,43,2,-1,99999,-1,-1,-3,-1,1,1680
288,145,1,45,7,-1,99999,-1,-1,-3,-1,1,1680
289,145,1,6,10,-1,99999,-1,-1,-3,-1,1,1680
290,146,1,34,5,-1,99999,-1,-1,-3,-1,1,1680
291,147,1,33,4,-1,99999,-1,-1,-3,-1,1,1680
292,147,1,4,2,-1,99999,-1,-1,-3,-1,1,1680
293,148,1,129,11,-1,99999,-1,-1,-3,-1,1,1680
294,149,1,44,2,-1,99999,-1,-1,-3,-1,1,1680
295,150,1,192,6,-1,99999,-1,-1,-3,-1,1,1680
296,150,1,21,7,-1,99999,-1,-1,-3,-1,1,1680
297,151,1,160,7,-1,99999,-1,-1,-3,-1,1,1680
298,151,1,139,8,-1,99999,-1,-1,-3,-1,1,1680
299,151,1,14,7,-1,99999,-1,-1,-3,-1,1,1680
300,151,1,49,8,-1,99999,-1,-1,-3,-1,1,1680
301,151,1,28,10,-1,99999,-1,-1,-3,-1,1,1680
302,152,1,163,6,-1,99999,-1,-1,-3,-1,1,1680
303,153,1,48,9,-1,99999,-1,-1,-3,-1,1,1680
304,154,1,132,8,-1,99999,-1,-1,-3,-1,1,1740
305,154,1,11,8,-1,99999,-1,-1,-3,-1,1,1740
306,154,1,108,2,-1,99999,-1,-1,-3,-1,1,1740
307,154,1,28,9,-1,99999,-1,-1,-3,-1,1,1740
308,155,1,45,4,-1,99999,-1,-1,-3,-1,1,1740
309,155,1,8,6,-1,99999,-1,-1,-3,-1,1,1740
310,156,1,251,6,-1,99999,-1,-1,-3,-1,1,1740
311,157,1,26,5,-1,99999,-1,-1,-3,-1,1,1740
312,158,1,10,4,-1,99999,-1,-1,-3,-1,1,1740
313,158,1,83,5,-1,99999,-1,-1,-3,-1,1,1740
314,159,1,225,6,-1,99999,-1,-1,-3,-1,1,1740
315,160,1,51,6,-1,99999,-1,-1,-3,-1,1,1740
316,160,1,10,5,-1,99999,-1,-1,-3,-1,1,1740
317,160,1,19,8,-1,99999,-1,-1,-3,-1,1,1740
318,160,1,177,3,-1,99999,-1,-1,-3,-1,1,1740
319,160,1,24,12,-1,99999,-1,-1,-3,-1,1,1740
320,161,1,0,3,-1,99999,-1,-1,-3,-1,1,1740
321,162,1,350,10,-1,99999,-1,-1,-3,-1,1,1740
322,162,1,223,5,-1,99999,-1,-1,-3,-1,1,1740
323,163,1,6,4,-1,99999,-1,-1,-3,-1,1,1800
324,164,1,5,3,-1,99999,-1,-1,-3,-1,1,1800
325,165,1,75,9,-1,99999,-1,-1,-3,-1,1,1860
326,166,1,91,10,-1,99999,-1,-1,-3,-1,1,1860
327,166,1,269,1,-1,99999,-1,-1,-3,-1,1,1860
328,166,1,297,8,-1,99999,-1,-1,-3,-1,1,1860
329,167,1,254,7,-1,99999,-1,-1,-3,-1,1,1860
330,167,1,15,8,-1,99999,-1,-1,-3,-1,1,1860
331,167,1,49,8,-1,99999,-1,-1,-3,-1,1,1860
332,167,1,93,8,-1,99999,-1,-1,-3,-1,1,1860
333,167,1,193,6,-1,99999,-1,-1,-3,-1,1,1860
334,168,1,49,9,-1,99999,-1,-1,-3,-1,1,1860
335,169,1,13,4,-1,99999,-1,-1,-3,-1,1,1860
336,170,1,2,2,-1,99999,-1,-1,-3,-1,1,1860
337,170,1,52,7,-1,99999,-1,-1,-3,-1,1,1860
338,171,1,105,11,-1,99999,-1,-1,-3,-1,1,1860
339,171,1,13,10,-1,99999,-1,-1,-3,-1,1,1860
340,171,1,259,3,-1,99999,-1,-1,-3,-1,1,1860
341,172,1,356,6,-1,99999,-1,-1,-3,-1,1,1920
342,172,1,205,6,-1,99999,-1,-1,-3,-1,1,1920
343,173,1,234,9,-1,99999,-1,-1,-3,-1,1,1920
344,173,1,345,7,-1,99999,-1,-1,-3,-1,1,1920
345,174,1,69,5,-1,99999,-1,-1,-3,-1,1,1920
346,174,1,15,1,-1,99999,-1,-1,-3,-1,1,1920
347,174,1,39,10,-1,99999,-1,-1,-3,-1,1,1920
348,174,1,23,9,-1,99999,-1,-1,-3,-1,1,1920
349,174,1,216,4,-1,99999,-1,-1,-3,-1,1,1920
350,174,1,26,2,-1,99999,-1,-1,-3,-1,1,1920
351,174,1,116,7,-1,99999,-1,-1,-3,-1,1,1920
352,175,1,18,8,-1,99999,-1,-1,-3,-1,1,1920
353,176,1,93,11,-1,99999,-1,-1,-3,-1,1,1920
354,176,1,3,8,-1,99999,-1,-1,-3,-1,1,1920
355,177,1,401,8,-1,99999,-1,-1,-3,-1,1,1920
356,177,1,131,3,-1,99999,-1,-1,-3,-1,1,1920
357,177,1,260,10,-1,99999,-1,-1,-3,-1,1,1920
358,178,1,3,9,-1,99999,-1,-1,-3,-1,1,1980
359,179,1,43,6,-1,99999,-1,-1,-3,-1,1,1980
360,180,1,5,5,-1,99999,-1,-1,-3,-1,1,1980
361,180,1,193,5,-1,99999,-1,-1,-3,-1,1,1980
362,180,1,22,12,-1,99999,-1,-1,-3,-1,1,1980
363,180,1,216,11,-1,99999,-1,-1,-3,-1,1,1980
364,180,1,47,4,-1,99999,-1,-1,-3,-1,1,1980
365,180,1,368,8,-1,99999,-1,-1,-3,-1,1,1980
366,180,1,171,1,-1,99999,-1,-1,-3,-1,1,1980
367,181,1,166,3,-1,99999,-1,-1,-3,-1,1,1980
368,181,1,158,5,-1,99999,-1,-1,-3,-1,1,1980
369,181,1,11,8,-1,99999,-1,-1,-3,-1,1,1980
370,181,1,38,3,-1,99999,-1,-1,-3,-1,1,1980
371,181,1,175,5,-1,99999,-1,-1,-3,-1,1,1980
372,181,1,49,10,-1,99999,-1,-1,-3,-1,1,1980
373,181,1,400,8,-1,99999,-1,-1,-3,-1,1,1980
374,181,1,206,10,-1,99999,-1,-1,-3,-1,1,1980
375,181,1,0,9,-1,99999,-1,-1,-3,-1,1,1980
376,181,1,168,4,-1,99999,-1,-1,-3,-1,1,1980
377,182,1,0,10,-1,99999,-1,-1,-3,-1,1,1980
378,182,1,118,6,-1,99999,-1,-1,-3,-1,1,1980
379,183,1,231,6,-1,99999,-1,-1,-3,-1,1,1980
380,183,1,138,6,-1,99999,-1,-1,-3,-1,1,1980
381,183,1,149,10,-1,99999,-1,-1,-3,-1,1,1980
382,183,1,31,8,-1,99999,-1,-1,-3,-1,1,1980
383,183,1,458,8,-1,99999,-1,-1,-3,-1,1,1980
384,183,1,176,10,-1,99999,-1,-1,-3,-1,1,1980
385,184,1,116,3,-1,99999,-1,-1,-3,-1,1,1980
386,184,1,89,3,-1,99999,-1,-1,-3,-1,1,1980
387,184,1,172,4,-1,99999,-1,-1,-3,-1,1,1980
388,184,1,286,7,-1,99999,-1,-1,-3,-1,1,1980
389,185,1,1,6,-1,99999,-1,-1,-3,-1,1,1980
390,185,1,167,10,-1,99999,-1,-1,-3,-1,1,1980
391,186,1,37,7,-1,99999,-1,-1,-3,-1,1,1980
392,186,1,6,7,-1,99999,-1,-1,-3,-1,1,1980
393,187,1,12,11,-1,99999,-1,-1,-3,-1,1,1980
394,187,1,4,4,-1,99999,-1,-1,-3,-1,1,1980
395,187,1,11,8,-1,99999,-1,-1,-3,-1,1,1980
396,188,1,27,10,-1,99999,-1,-1,-3,-1,1,1980
397,188,1,483,10,-1,99999,-1,-1,-3,-1,1,1980
398,189,1,43,8,-1,99999,-1,-1,-3,-1,1,1980
399,189,1,266,2,-1,99999,-1,-1,-3,-1,1,1980
400,190,1,176,10,-1,99999,-1,-1,-3,-1,1,2040
401,191,1,90,2,-1,99999,-1,-1,-3,-1,1,2040
402,192,1,13,6,-1,99999,-1,-1,-3,-1,1,2100
403,193,1,105,10,-1,99999,-1,-1,-3,-1,1,2100
404,193,1,7,7,-1,99999,-1,-1,-3,-1,1,2100
405,193,1,261,8,-1,99999,-1,-1,-3,-1,1,2100
406,193,1,247,2,-1,99999,-1,-1,-3,-1,1,2100
407,193,1,4,10,-1,99999,-1,-1,-3,-1,1,2100
408,193,1,22,6,-1,99999,-1,-1,-3,-1,1,2100
409,194,1,29,6,-1,99999,-1,-1,-3,-1,1,2100
410,194,1,33,8,-1,99999,-1,-1,-3,-1,1,2100
411,194,1,16,10,-1,99999,-1,-1,-3,-1,1,2100
412,195,1,40,12,-1,99999,-1,-1,-3,-1,1,2100
413,196,1,12,8,-1,99999,-1,-1,-3,-1,1,2160
414,196,1,18,8,-1,99999,-1,-1,-3,-1,1,2160
415,197,1,34,4,-1,99999,-1,-1,-3,-1,1,2160
416,198,1,365,8,-1,99999,-1,-1,-3,-1,1,2160
417,198,1,12,1,-1,99999,-1,-1,-3,-1,1,2160
418,199,1,28,6,-1,99999,-1,-1,-3,-1,1,2160
419,200,1,65,10,-1,99999,-1,-1,-3,-1,1,2160
420,201,1,22,4,-1,99999,-1,-1,-3,-1,1,2220
421,201,1,106,10,-1,99999,-1,-1,-3,-1,1,2220
422,202,1,53,12,-1,99999,-1,-1,-3,-1,1,2220
423,203,1,1,7,-1,99999,-1,-1,-3,-1,1,2220
424,203,1,27,9,-1,99999,-1,-1,-3,-1,1,2220
425,204,1,100,7,-1,99999,-1,-1,-3,-1,1,2220
