sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
571,200,1,34,3,2040
572,200,1,89,6,2040
573,200,1,82,7,2040
574,200,1,35,8,2040
575,200,1,103,7,2040
576,201,1,182,7,2040
577,201,1,85,10,2040
578,202,1,148,6,2040
579,203,1,1,5,2040
580,204,1,204,8,2040
581,205,1,0,9,2100
582,206,1,316,10,2100
583,207,1,45,10,2100
584,208,1,261,4,2100
585,208,1,186,3,2100
586,209,1,454,6,2100
587,209,1,245,4,2100
588,209,1,12,10,2100
589,210,1,385,8,2100
590,211,1,100,10,2160
591,212,1,145,8,2160
592,212,1,7,10,2160
593,212,1,242,5,2160
594,212,1,127,5,2160
595,212,1,4,7,2160
596,212,1,410,9,2160
597,213,1,28,4,2160
598,214,1,9,10,2220
599,215,1,444,4,2220
600,216,1,273,10,2220
601,217,1,67,9,2220
602,217,1,73,7,2220
603,217,1,5,5,2220
604,218,1,176,11,2220
605,218,1,29,6,2220
606,218,1,224,10,2220
607,218,1,2,6,2220
608,219,1,8,4,2220
609,220,1,458,12,2220
610,220,1,5,7,2220
611,221,1,79,7,2220
612,221,1,27,9,2220
613,221,1,89,7,2220
614,221,1,48,3,2220
615,221,1,288,2,2220
616,222,1,5,3,2280
617,223,1,11,4,2280
618,223,1,262,12,2280
619,224,1,144,7,2280
620,224,1,13,2,2280
621,224,1,26,2,2280
622,225,1,267,8,2280
623,225,1,10,10,2280
624,225,1,9,4,2280
625,225,1,122,10,2280
626,226,1,5,9,2280
627,226,1,10,9,2280
628,227,1,380,12,2340
629,227,1,2,4,2340
630,227,1,139,6,2340
631,227,1,450,9,2340
632,228,1,31,6,2340
633,228,1,6,10,2340
634,229,1,36,12,2340
635,230,1,110,7,2400
636,230,1,439,5,2400
637,230,1,4,9,2400
638,230,1,134,12,2400
639,230,1,6,6,2400
640,231,1,31,7,2400
641,231,1,17,9,2400
642,232,1,461,8,2400
643,233,1,100,6,2400
644,233,1,0,7,2400
645,233,1,298,6,2400
646,234,1,67,9,2400
647,235,1,107,11,2460
648,236,1,7,5,2460
649,236,1,22,3,2460
650,237,1,0,9,2520
651,238,1,46,6,2520
652,239,1,139,2,2520
653,240,1,459,6,2520
654,240,1,104,4,2520
655,240,1,18,12,2520
656,240,1,124,2,2520
657,241,1,16,3,2520
658,241,1,34,8,2520
659,242,1,212,10,2580
660,242,1,21,1,2580
661,243,1,19,10,2580
662,243,1,83,2,2580
663,243,1,146,9,2580
664,244,1,193,9,2580
665,245,1,49,10,2580
666,246,1,358,2,2580
667,247,1,240,5,2640
668,248,1,259,2,2640
669,248,1,239,11,2640
670,249,1,33,4,2640
671,250,1,95,7,2640
672,250,1,23,6,2640
673,250,1,42,5,2640
674,251,1,16,3,2700
675,252,1,413,8,2700
676,252,1,69,6,2700
677,252,1,22,5,2700
678,253,1,192,5,2700
679,253,1,2,8,2700
680,254,1,1,8,2700
681,255,1,11,5,2700
682,255,1,171,8,2700
683,255,1,77,8,2700
684,256,1,137,8,2700
685,256,1,494,2,2700
686,257,1,0,6,2700
687,258,1,75,8,2700
688,259,1,298,4,2760
689,259,1,10,4,2760
690,259,1,34,11,2760
691,260,1,255,7,2760
692,261,1,139,12,2760
693,262,1,45,11,2760
694,262,1,6,7,2760
695,262,1,69,10,2760
696,262,1,184,2,2760
697,263,1,36,10,2760
698,264,1,117,4,2820
699,264,1,283,6,2820
700,264,1,71,10,2820
701,264,1,42,5,2820
702,264,1,6,6,2820
703,265,1,33,10,2820
704,266,1,36,10,2880
705,267,1,20,3,2880
706,268,1,73,5,2880
707,269,1,41,9,2880
708,269,1,44,7,2880
709,269,1,298,6,2880
710,270,1,25,8,2880
711,271,1,357,2,2880
712,272,1,190,2,2880
713,272,1,66,4,2880
714,273,1,475,8,2940
715,274,1,82,8,2940
716,274,1,296,10,2940
717,275,1,2,10,2940
718,275,1,16,2,2940
719,275,1,376,2,2940
720,276,1,31,8,2940
721,277,1,34,2,2940
722,278,1,1,9,2940
723,279,1,2,10,2940
724,280,1,1,10,2940
725,280,1,61,12,2940
726,280,1,10,10,2940
727,280,1,84,4,2940
728,280,1,7,8,2940
729,280,1,8,3,2940
730,281,1,364,11,2940
731,281,1,209,4,2940
732,281,1,49,8,2940
733,281,1,50,9,2940
734,281,1,182,8,2940
735,282,1,192,8,2940
736,283,1,209,7,2940
737,283,1,40,10,2940
738,283,1,153,8,2940
739,283,1,217,6,2940
740,284,1,1,3,2940
741,285,1,220,8,2940
742,285,1,228,4,2940
743,285,1,12,8,2940
744,286,1,81,12,2940
745,287,1,192,6,3000
746,287,1,48,8,3000
747,288,1,352,2,3000
748,288,1,7,6,3000
749,288,1,6,4,3000
750,288,1,11,12,3000
751,289,1,48,6,3000
752,290,1,2,8,3000
753,291,1,444,8,3000
754,291,1,106,7,3000
755,291,1,119,3,3000
756,292,1,210,10,3060
757,293,1,0,8,3120
758,293,1,24,6,3120
759,294,1,32,12,3120
760,294,1,383,10,3120
761,294,1,21,5,3120
762,295,1,54,10,3120
763,296,1,248,8,3120
764,297,1,111,4,3120
765,297,1,22,10,3120
766,298,1,6,4,3120
767,299,1,1,2,3120
768,299,1,52,4,3120
769,299,1,233,7,3120
770,300,1,11,6,3120
771,301,1,251,12,3120
772,302,1,212,1,3120
773,302,1,415,10,3120
774,302,1,1,6,3120
775,303,1,1,6,3120
776,304,1,0,1,3120
777,305,1,115,4,3120
778,305,1,122,4,3120
779,305,1,6,12,3120
780,305,1,76,12,3120
781,306,1,184,7,3120
782,306,1,46,3,3120
783,307,1,34,6,3120
784,308,1,38,6,3180
785,309,1,3,2,3180
786,309,1,36,7,3180
787,309,1,89,11,3180
788,309,1,23,1,3180
789,310,1,3,5,3180
790,311,1,11,2,3180
791,312,1,163,8,3180
792,313,1,205,3,3180
793,314,1,37,10,3180
794,314,1,175,12,3180
795,315,1,134,2,3240
796,316,1,133,4,3240
797,316,1,4,7,3240
798,316,1,39,3,3240
799,317,1,237,7,3240
800,318,1,118,10,3240
801,318,1,56,10,3240
802,318,1,142,8,3240
803,318,1,1,6,3240
804,319,1,6,6,3300
805,320,1,22,5,3300
806,320,1,37,12,3300
807,320,1,25,6,3300
808,321,1,44,6,3300
809,322,1,19,6,3300
810,322,1,6,10,3300
811,322,1,10,10,3300
812,323,1,252,5,3300
813,324,1,264,4,3300
814,324,1,4,8,3300
815,324,1,472,4,3300
816,324,1,448,4,3300
817,324,1,499,4,3300
818,325,1,313,2,3300
819,326,1,15,7,3300
820,326,1,21,10,3300
821,327,1,185,8,3360
822,327,1,11,10,3360
823,328,1,345,8,3360
824,329,1,12,6,3360
825,329,1,29,6,3360
826,329,1,463,2,3360
827,330,1,218,10,3360
828,330,1,24,8,3360
829,331,1,22,10,3420
830,331,1,296,6,3420
831,331,1,459,10,3420
832,332,1,13,10,3420
833,333,1,147,8,3420
834,333,1,103,7,3420
835,334,1,218,5,3480
836,335,1,189,8,3480
837,335,1,64,4,3480
838,336,1,359,5,3480
839,336,1,7,2,3480
840,336,1,2,4,3480
841,337,1,13,8,3480
842,337,1,1,7,3480
843,338,1,245,4,3480
844,339,1,208,6,3480
845,339,1,25,6,3480
846,339,1,430,8,3480
847,340,1,95,4,3480
848,340,1,198,8,3480
849,340,1,40,6,3480
850,340,1,25,9,3480
851,341,1,26,4,3480
852,342,1,54,9,3540
853,342,1,11,5,3540
854,343,1,14,8,3540
855,343,1,86,8,3540
856,343,1,30,2,3540
857,343,1,0,9,3540
858,344,1,5,2,3540
859,345,1,20,6,3540
860,346,1,42,3,3540
861,346,1,32,6,3540
862,347,1,22,4,3540
863,348,1,37,12,3540
864,348,1,307,4,3540
865,348,1,57,6,3540
866,349,1,22,2,3600
867,350,1,83,4,3600
868,351,1,151,6,3600
869,351,1,1,9,3600
870,352,1,263,10,3600
871,352,1,15,5,3600
872,352,1,103,9,3600
873,353,1,164,12,3600
874,353,1,396,12,3600
875,354,1,48,8,3600
876,355,1,122,8,3600
877,355,1,23,8,3600
878,356,1,118,8,3600
879,356,1,289,6,3600
880,356,1,369,7,3600
881,356,1,350,11,3600
882,356,1,43,6,3600
883,357,1,79,12,3660
884,358,1,44,6,3660
885,359,1,3,6,3660
886,360,1,21,7,3660
887,361,1,1,10,3660
888,361,1,2,9,3660
889,361,1,254,7,3660
890,361,1,158,8,3660
891,362,1,270,10,3660
892,362,1,131,8,3660
893,362,1,75,5,3660
894,362,1,6,8,3660
895,363,1,150,6,3660
896,364,1,37,7,3660
897,365,1,8,9,3720
898,366,1,1,9,3720
899,367,1,1,4,3720
900,367,1,61,6,3720
901,367,1,59,6,3720
902,367,1,3,11,3720
903,368,1,52,7,3720
904,368,1,476,9,3720
905,368,1,2,6,3720
906,369,1,2,8,3720
907,370,1,434,9,3720
908,370,1,63,6,3720
909,370,1,101,8,3720
910,371,1,161,6,3780
911,371,1,3,3,3780
912,371,1,129,12,3780
913,372,1,229,5,3780
914,372,1,225,10,3780
915,373,1,6,6,3780
916,373,1,95,12,3780
917,373,1,499,6,3780
918,373,1,51,6,3780
919,373,1,8,8,3780
920,374,1,156,7,3780
921,375,1,422,10,3780
922,375,1,48,12,3780
923,375,1,7,2,3780
924,376,1,30,2,3780
925,376,1,216,9,3780
926,377,1,63,8,3780
927,377,1,10,10,3780
928,378,1,20,2,3840
929,378,1,1,8,3840
930,378,1,189,4,3840
931,379,1,199,2,3840
932,380,1,19,9,3840
933,381,1,0,4,3840
934,382,1,443,8,3840
935,382,1,174,11,3840
936,382,1,52,7,3840
937,383,1,131,8,3900
938,383,1,44,8,3900
939,383,1,82,6,3900
940,384,1,25,6,3900
941,384,1,275,10,3900
942,385,1,244,9,3900
943,385,1,191,8,3900
944,385,1,85,3,3900
945,385,1,279,4,3900
946,385,1,53,10,3900
947,386,1,65,12,3900
948,387,1,24,7,3900
949,388,1,101,2,3900
950,388,1,37,8,3900
951,388,1,7,6,3900
952,388,1,236,10,3900
953,388,1,245,5,3900
954,388,1,95,4,3900
955,389,1,18,4,3900
956,389,1,35,5,3900
957,389,1,390,8,3900
958,390,1,7,4,3900
959,390,1,26,9,3900
960,390,1,36,4,3900
961,391,1,1,7,3900
962,391,1,43,6,3900
963,391,1,497,6,3900
964,391,1,9,12,3900
965,391,1,110,8,3900
966,392,1,26,2,3900
967,393,1,25,6,3900
968,394,1,197,4,3960
969,394,1,51,7,3960
970,395,1,59,8,3960
971,395,1,5,8,3960
972,395,1,27,9,3960
973,396,1,79,9,4020
974,396,1,56,6,4020
975,397,1,15,6,4020
976,398,1,459,8,4020
977,398,1,41,4,4020
978,398,1,44,2,4020
979,399,1,478,8,4020
980,400,1,20,8,4020
981,401,1,53,6,4020
982,402,1,395,10,4020
983,403,1,78,8,4020
984,404,1,102,7,4080
985,405,1,12,8,4080
986,405,1,6,6,4080
987,405,1,33,8,4080
988,406,1,123,7,4080
989,406,1,17,5,4080
990,407,1,0,11,4080
991,407,1,124,6,4080
992,408,1,182,10,4080
993,409,1,8,8,4140
994,410,1,31,6,4140
995,410,1,19,10,4140
996,410,1,41,6,4140
997,410,1,401,7,4140
998,411,1,393,2,4140
999,411,1,49,6,4140
1000,411,1,22,10,4140
1001,412,1,84,9,4140
1002,412,1,471,1,4140
1003,413,1,9,12,4140
1004,413,1,154,7,4140
1005,413,1,16,8,4140
1006,413,1,172,8,4140
1007,413,1,19,7,4140
1008,413,1,187,8,4140
1009,413,1,5,4,4140
1010,414,1,40,4,4200
1011,414,1,162,3,4200
1012,414,1,52,8,4200
1013,414,1,43,6,4200
1014,415,1,2,3,4200
1015,416,1,30,4,4200
1016,417,1,96,6,4200
1017,418,1,35,12,4200
1018,419,1,126,8,4200
1019,419,1,23,4,4200
1020,420,1,1,11,4200
1021,420,1,61,8,4200
1022,420,1,345,9,4200
1023,420,1,9,10,4200
1024,420,1,37,7,4200
1025,420,1,187,10,4200
1026,420,1,2,2,4200
1027,420,1,25,2,4200
1028,421,1,18,11,4200
1029,421,1,35,2,4200
1030,422,1,71,4,4260
1031,423,1,148,8,4260
1032,423,1,36,8,4260
1033,424,1,262,2,4260
1034,424,1,23,11,4260
1035,425,1,12,10,4260
1036,425,1,0,5,4260
1037,425,1,80,6,4260
1038,426,1,1,4,4260
1039,427,1,41,12,4320
1040,427,1,146,8,4320
1041,428,1,8,6,4320
1042,428,1,6,8,4320
1043,428,1,5,10,4320
1044,428,1,15,6,4320
1045,429,1,223,9,4320
1046,429,1,42,5,4320
1047,429,1,32,6,4320
1048,430,1,30,4,4320
1049,430,1,171,5,4320
1050,430,1,349,3,4320
1051,431,1,48,7,4320
1052,432,1,170,1,4320
1053,432,1,94,6,4320
1054,432,1,260,6,4320
1055,433,1,55,4,4320
1056,433,1,441,6,4320
1057,434,1,169,4,4320
1058,434,1,137,4,4320
1059,435,1,27,2,4320
1060,436,1,108,8,4320
1061,437,1,469,5,4380
1062,437,1,375,4,4380
1063,437,1,372,4,4380
1064,437,1,1,7,4380
1065,438,1,486,12,4380
1066,439,1,6,10,4380
1067,439,1,36,11,4380
1068,440,1,116,1,4380
1069,440,1,41,5,4380
1070,441,1,13,10,4380
1071,441,1,2,4,4380
1072,441,1,50,10,4380
1073,442,1,7,6,4440
1074,443,1,12,10,4440
1075,444,1,0,3,4440
1076,445,1,108,4,4500
1077,445,1,45,8,4500
1078,446,1,29,8,4500
1079,446,1,3,6,4500
