sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
229,5,1,214,12,60
230,6,1,89,8,120
231,6,1,471,1,120
232,7,1,22,10,120
233,8,1,180,6,120
234,9,1,45,4,120
235,9,1,12,2,120
236,10,1,1,6,180
237,11,1,2,1,180
238,11,1,37,5,180
239,11,1,32,9,180
240,12,1,174,12,180
241,13,1,61,12,180
242,14,1,18,5,180
243,14,1,48,6,180
244,15,1,212,7,180
245,16,1,29,10,240
246,17,1,35,2,240
247,17,1,59,6,240
248,17,1,183,3,240
249,17,1,25,8,240
250,18,1,39,9,240
251,18,1,12,2,240
252,18,1,28,6,240
253,19,1,203,9,240
254,20,1,140,2,240
255,20,1,135,3,240
256,20,1,8,2,240
257,20,1,172,10,240
258,21,1,267,7,300
259,22,1,3,8,300
260,22,1,28,2,300
261,23,1,41,10,300
262,23,1,50,7,300
263,24,1,475,3,300
264,24,1,333,10,300
265,25,1,243,1,300
266,25,1,43,6,300
267,26,1,25,1,300
268,26,1,397,7,300
269,26,1,44,3,300
270,27,1,13,9,300
271,28,1,8,12,300
272,29,1,63,8,300
273,29,1,57,6,300
274,29,1,332,1,300
275,29,1,148,6,300
276,29,1,53,8,300
277,29,1,9,7,300
278,30,1,140,8,300
279,30,1,147,6,300
280,31,1,441,11,300
281,32,1,185,4,360
282,33,1,41,2,360
283,34,1,188,12,420
284,35,1,96,10,420
285,35,1,487,12,420
286,35,1,88,10,420
287,35,1,41,4,420
288,36,1,422,7,420
289,37,1,10,9,480
290,37,1,14,8,480
291,37,1,260,12,480
292,37,1,391,12,480
293,37,1,188,8,480
294,37,1,198,10,480
295,38,1,49,2,480
296,38,1,14,7,480
297,39,1,30,5,480
298,39,1,66,6,480
299,40,1,13,6,480
300,41,1,24,8,480
301,41,1,13,7,480
302,41,1,156,6,480
303,41,1,402,12,480
304,42,1,30,6,480
305,43,1,459,10,540
306,44,1,34,11,540
307,44,1,8,2,540
308,44,1,181,10,540
309,45,1,40,5,540
310,45,1,21,10,540
311,46,1,467,1,540
312,47,1,307,9,540
313,47,1,5,4,540
314,48,1,17,12,540
315,49,1,254,8,540
316,49,1,147,4,540
317,50,1,44,4,600
318,50,1,5,6,600
319,50,1,51,11,600
320,50,1,8,10,600
321,51,1,332,6,600
322,51,1,21,7,600
323,51,1,85,6,600
324,52,1,273,12,600
325,53,1,470,5,600
326,53,1,86,6,600
327,53,1,6,10,600
328,53,1,218,12,600
329,54,1,166,5,600
330,55,1,191,2,660
331,56,1,155,7,660
332,56,1,13,4,660
333,56,1,67,5,660
334,56,1,106,8,660
335,57,1,25,4,720
336,58,1,46,8,720
337,59,1,67,8,720
338,59,1,40,6,720
339,60,1,193,9,720
340,61,1,451,2,720
341,61,1,69,5,720
342,62,1,2,3,780
343,63,1,11,8,780
344,64,1,22,4,780
345,64,1,71,10,780
346,64,1,44,6,780
347,65,1,23,6,780
348,66,1,1,7,840
349,67,1,77,6,840
350,68,1,45,3,840
351,68,1,35,2,840
352,68,1,2,4,840
353,68,1,132,4,840
354,68,1,341,3,840
355,68,1,72,10,840
356,69,1,5,2,840
357,70,1,85,8,840
358,71,1,296,12,900
359,72,1,77,6,900
360,73,1,260,10,900
361,74,1,1,8,900
362,75,1,32,10,900
363,75,1,50,12,900
364,75,1,466,12,900
365,76,1,62,6,900
366,76,1,6,4,900
367,76,1,70,4,900
368,77,1,407,10,900
369,78,1,6,1,960
370,78,1,0,4,960
371,78,1,141,3,960
372,79,1,169,5,960
373,80,1,19,7,960
374,81,1,13,2,960
375,82,1,36,4,960
376,82,1,1,4,960
377,83,1,31,10,960
378,84,1,472,6,960
379,84,1,71,7,960
380,84,1,5,9,960
381,85,1,95,2,1020
382,85,1,0,10,1020
383,86,1,30,12,1020
384,87,1,83,4,1020
385,88,1,101,8,1020
386,89,1,119,7,1020
387,90,1,194,6,1080
388,91,1,20,5,1080
389,91,1,45,3,1080
390,91,1,478,6,1080
391,92,1,127,11,1080
392,93,1,413,10,1080
393,93,1,8,7,1080
394,93,1,3,3,1080
395,93,1,40,5,1080
396,93,1,2,10,1080
397,94,1,112,4,1140
398,95,1,353,8,1140
399,96,1,228,2,1140
400,96,1,0,7,1140
401,97,1,1,10,1140
402,98,1,45,1,1200
403,98,1,29,10,1200
404,98,1,11,5,1200
405,99,1,230,6,1200
406,100,1,1,11,1200
407,100,1,2,6,1200
408,100,1,257,4,1200
409,100,1,23,7,1200
410,100,1,41,9,1200
411,100,1,33,11,1200
412,100,1,11,5,1200
413,100,1,20,6,1200
414,101,1,4,10,1200
415,102,1,6,6,1200
416,103,1,61,8,1200
417,104,1,397,7,1200
418,105,1,22,8,1200
419,106,1,145,10,1200
420,107,1,11,8,1200
421,108,1,30,9,1200
422,109,1,474,8,1260
423,110,1,36,1,1260
424,110,1,3,8,1260
425,111,1,52,8,1260
426,111,1,7,2,1260
427,112,1,92,6,1260
428,112,1,83,7,1260
429,112,1,125,3,1260
430,113,1,404,10,1260
431,114,1,32,5,1260
432,115,1,185,2,1260
433,115,1,51,2,1260
434,116,1,43,6,1260
435,117,1,375,9,1260
436,117,1,7,12,1260
437,118,1,144,10,1320
438,118,1,29,10,1320
439,119,1,1,2,1320
440,119,1,56,8,1320
441,119,1,27,4,1320
442,119,1,172,5,1320
443,119,1,325,11,1320
444,120,1,2,2,1380
445,120,1,66,2,1380
446,121,1,23,3,1380
447,121,1,20,8,1380
448,121,1,200,5,1380
449,122,1,4,5,1380
450,122,1,62,5,1380
451,122,1,142,4,1380
452,122,1,151,8,1380
453,123,1,79,8,1380
454,123,1,54,6,1380
455,124,1,28,1,1380
456,124,1,182,9,1380
457,124,1,143,6,1380
458,124,1,201,5,1380
459,124,1,29,6,1380
460,125,1,16,10,1440
461,126,1,32,10,1440
462,127,1,424,5,1500
463,127,1,15,9,1500
464,127,1,460,6,1500
465,128,1,38,9,1500
466,129,1,126,6,1500
467,130,1,1,7,1500
468,130,1,30,6,1500
469,131,1,14,8,1560
470,131,1,55,9,1560
471,131,1,8,4,1560
472,131,1,156,8,1560
473,131,1,50,10,1560
474,131,1,43,8,1560
475,132,1,39,9,1560
476,133,1,2,8,1560
477,133,1,1,12,1560
478,134,1,13,1,1560
479,135,1,43,4,1560
480,135,1,8,6,1560
481,136,1,12,12,1620
482,136,1,16,6,1620
483,136,1,447,8,1620
484,136,1,18,4,1620
485,136,1,6,6,1620
486,136,1,418,4,1620
487,137,1,142,1,1620
488,137,1,52,12,1620
489,137,1,14,10,1620
490,138,1,14,10,1620
491,139,1,3,2,1620
492,140,1,453,12,1620
493,141,1,19,8,1620
494,141,1,58,6,1620
495,141,1,1,12,1620
496,142,1,278,10,1680
497,142,1,127,5,1680
498,143,1,379,9,1680
499,144,1,62,8,1680
500,145,1,2,7,1680
501,146,1,150,4,1680
502,146,1,9,8,1680
503,146,1,200,7,1680
504,146,1,1,3,1680
505,146,1,419,12,1680
506,147,1,5,7,1680
507,147,1,10,10,1680
508,148,1,129,8,1680
509,149,1,119,8,1680
510,150,1,9,6,1740
511,151,1,91,10,1740
512,152,1,481,3,1740
513,152,1,25,11,1740
514,152,1,0,6,1740
515,153,1,336,8,1740
516,153,1,2,9,1740
517,153,1,0,6,1740
518,154,1,439,8,1740
519,155,1,20,8,1740
520,156,1,304,8,1740
521,156,1,17,8,1740
522,156,1,470,3,1740
523,157,1,167,4,1740
524,157,1,40,4,1740
525,158,1,478,5,1800
526,159,1,69,3,1800
527,160,1,73,4,1800
528,161,1,404,8,1800
529,162,1,293,8,1800
530,163,1,13,5,1800
531,163,1,43,11,1800
532,163,1,253,9,1800
533,164,1,22,4,1800
534,164,1,43,4,1800
535,164,1,403,2,1800
536,165,1,96,2,1800
537,165,1,132,10,1800
538,165,1,186,3,1800
539,165,1,14,9,1800
540,166,1,127,4,1800
541,166,1,4,4,1800
542,167,1,475,10,1860
543,168,1,0,9,1860
544,168,1,75,4,1860
545,168,1,309,10,1860
546,169,1,7,6,1860
547,170,1,126,4,1860
548,171,1,19,10,1860
549,171,1,160,11,1860
550,171,1,9,8,1860
551,171,1,42,12,1860
552,172,1,11,8,1860
553,173,1,91,10,1920
554,174,1,104,8,1920
555,175,1,100,6,1920
556,175,1,424,8,1920
557,175,1,14,9,1920
558,176,1,47,2,1920
559,176,1,475,8,1920
560,177,1,119,4,1920
561,177,1,201,10,1920
562,177,1,14,2,1920
563,178,1,44,7,1920
564,178,1,10,4,1920
565,179,1,78,12,1980
566,180,1,4,10,1980
567,181,1,270,8,1980
568,182,1,15,2,1980
569,182,1,3,7,1980
570,182,1,29,12,1980
571,182,1,276,6,1980
572,183,1,37,2,1980
573,183,1,9,5,1980
574,184,1,263,6,1980
575,185,1,161,3,1980
576,185,1,78,2,1980
577,185,1,52,9,1980
578,186,1,273,6,2040
579,186,1,28,3,2040
580,187,1,33,8,2040
581,188,1,4,6,2040
582,188,1,454,4,2040
583,188,1,0,7,2040
584,188,1,172,4,2040
585,188,1,123,8,2040
586,188,1,107,6,2040
587,188,1,131,5,2040
588,189,1,44,10,2040
589,190,1,267,8,2100
590,190,1,2,8,2100
591,191,1,17,9,2100
592,192,1,42,6,2100
593,192,1,28,12,2100
594,192,1,21,10,2100
595,192,1,29,11,2100
596,193,1,18,5,2100
597,193,1,379,11,2100
598,194,1,138,7,2160
599,195,1,18,5,2160
600,196,1,76,6,2160
601,197,1,111,7,2160
602,198,1,53,4,2160
603,198,1,7,10,2160
604,199,1,262,12,2160
605,200,1,29,6,2160
606,200,1,15,4,2160
607,200,1,1,5,2160
608,201,1,32,8,2160
609,201,1,46,5,2160
610,202,1,10,6,2220
611,203,1,48,8,2220
612,203,1,8,4,2220
613,204,1,113,11,2220
614,204,1,41,9,2220
615,204,1,165,7,2220
616,204,1,69,6,2220
617,204,1,1,8,2220
618,204,1,26,11,2220
619,204,1,27,5,2220
620,205,1,11,3,2220
621,205,1,454,6,2220
622,206,1,399,5,2220
623,206,1,2,5,2220
624,207,1,13,2,2280
625,208,1,447,12,2280
626,208,1,53,8,2280
627,208,1,3,9,2280
628,209,1,403,1,2340
629,210,1,30,8,2340
630,211,1,6,9,2340
631,212,1,59,11,2340
632,213,1,44,2,2340
633,213,1,109,6,2340
634,213,1,29,10,2340
635,214,1,218,3,2340
636,214,1,9,3,2340
637,214,1,13,1,2340
638,214,1,24,9,2340
639,215,1,461,8,2400
640,215,1,56,12,2400
641,216,1,276,10,2400
642,217,1,388,2,2400
643,218,1,155,10,2400
644,219,1,56,10,2400
645,219,1,107,5,2400
646,220,1,35,3,2400
647,220,1,367,5,2400
648,220,1,15,4,2400
649,220,1,4,3,2400
650,220,1,8,10,2400
651,220,1,37,1,2400
652,220,1,14,9,2400
653,221,1,330,3,2400
654,222,1,2,6,2460
655,222,1,11,4,2460
656,223,1,10,11,2460
657,223,1,246,8,2460
658,223,1,45,12,2460
659,223,1,17,4,2460
660,224,1,40,8,2460
661,224,1,18,2,2460
662,224,1,402,4,2460
663,224,1,37,8,2460
664,225,1,10,5,2460
665,225,1,153,7,2460
666,225,1,267,8,2460
667,226,1,193,6,2460
668,226,1,10,8,2460
669,226,1,5,7,2460
670,227,1,290,7,2520
671,228,1,119,8,2520
672,229,1,488,9,2520
673,229,1,12,12,2520
674,230,1,353,9,2580
675,231,1,2,8,2580
676,231,1,0,11,2580
677,232,1,3,8,2580
678,233,1,39,2,2580
679,234,1,30,4,2580
680,234,1,38,3,2580
681,234,1,11,8,2580
682,234,1,42,7,2580
683,234,1,21,2,2580
684,234,1,5,2,2580
685,234,1,17,9,2580
686,234,1,22,11,2580
687,234,1,33,5,2580
688,234,1,37,8,2580
689,235,1,5,4,2580
690,236,1,75,2,2640
691,237,1,459,12,2700
692,237,1,25,6,2700
693,238,1,32,6,2700
694,239,1,24,4,2700
695,240,1,6,4,2700
696,241,1,34,4,2700
697,242,1,78,1,2700
698,243,1,52,3,2700
699,243,1,335,8,2700
700,243,1,208,12,2700
701,244,1,15,3,2760
702,244,1,26,2,2760
703,244,1,2,5,2760
704,245,1,329,1,2760
705,246,1,100,6,2760
706,246,1,319,10,2760
707,247,1,412,1,2760
708,248,1,94,2,2760
709,248,1,52,3,2760
710,248,1,13,4,2760
711,249,1,78,11,2820
712,250,1,75,6,2820
713,250,1,23,7,2820
714,251,1,2,7,2820
715,252,1,20,6,2880
716,253,1,216,6,2880
717,254,1,200,10,2880
718,255,1,116,8,2880
719,255,1,298,4,2880
720,255,1,33,3,2880
721,255,1,161,12,2880
722,255,1,36,9,2880
723,255,1,120,12,2880
724,255,1,18,6,2880
725,255,1,45,6,2880
726,255,1,39,8,2880
727,256,1,1,2,2880
728,256,1,7,5,2880
729,256,1,362,12,2880
730,256,1,443,10,2880
731,257,1,210,4,2940
732,258,1,26,4,2940
733,258,1,72,8,2940
734,258,1,328,4,2940
735,258,1,0,4,2940
736,259,1,13,8,2940
737,260,1,6,4,2940
738,260,1,36,10,2940
739,261,1,52,4,3000
740,261,1,172,10,3000
741,261,1,413,6,3000
742,262,1,143,4,3000
743,262,1,118,4,3000
744,263,1,153,10,3000
745,264,1,467,9,3060
746,265,1,0,6,3060
747,266,1,33,3,3060
748,267,1,1,8,3060
749,267,1,396,6,3060
750,267,1,434,3,3060
751,268,1,56,7,3120
752,269,1,155,8,3120
753,270,1,131,9,3120
754,270,1,70,4,3120
755,270,1,4,8,3120
756,270,1,103,6,3120
757,271,1,21,8,3120
758,271,1,482,4,3120
759,272,1,4,8,3120
760,272,1,43,9,3120
761,272,1,8,7,3120
762,272,1,56,9,3120
763,273,1,17,9,3180
764,274,1,197,12,3180
765,274,1,77,8,3180
766,274,1,33,4,3180
767,275,1,37,4,3180
768,275,1,7,6,3180
769,276,1,142,12,3180
770,276,1,268,5,3180
771,276,1,2,8,3180
772,277,1,94,12,3180
773,278,1,159,4,3180
774,278,1,0,2,3180
775,278,1,39,2,3180
776,278,1,239,4,3180
777,278,1,29,5,3180
778,278,1,49,6,3180
779,279,1,164,8,3180
780,280,1,37,8,3240
781,280,1,5,2,3240
782,280,1,58,5,3240
783,281,1,427,5,3240
784,282,1,102,5,3240
785,283,1,105,10,3240
786,284,1,1,7,3240
787,284,1,6,8,3240
788,284,1,2,2,3240
789,284,1,9,4,3240
790,285,1,37,4,3240
791,286,1,17,1,3240
792,286,1,9,5,3240
793,286,1,8,12,3240
794,287,1,162,12,3240
795,287,1,193,8,3240
796,287,1,284,4,3240
797,287,1,379,4,3240
798,287,1,17,4,3240
799,288,1,92,4,3300
800,289,1,490,9,3300
801,290,1,8,2,3300
802,290,1,47,4,3300
803,290,1,27,9,3300
804,291,1,1,4,3360
805,292,1,295,5,3360
806,293,1,21,6,3420
807,294,1,40,2,3420
808,294,1,384,4,3420
809,295,1,38,4,3420
810,296,1,8,11,3420
811,296,1,64,4,3420
812,296,1,86,7,3420
813,297,1,2,6,3420
814,298,1,210,6,3420
815,299,1,465,8,3420
816,300,1,283,4,3420
817,300,1,292,12,3420
818,300,1,31,6,3420
819,300,1,43,8,3420
820,300,1,6,10,3420
821,301,1,145,6,3480
822,302,1,326,6,3480
823,302,1,221,7,3480
824,302,1,105,5,3480
825,303,1,168,6,3480
826,303,1,0,7,3480
827,304,1,0,7,3480
828,304,1,8,7,3480
829,305,1,40,7,3480
830,305,1,322,7,3480
831,305,1,42,3,3480
832,305,1,343,8,3480
833,305,1,1,10,3480
834,306,1,20,5,3480
835,306,1,3,8,3480
836,306,1,49,2,3480
837,307,1,292,8,3480
838,308,1,61,6,3480
839,308,1,5,2,3480
840,308,1,4,12,3480
841,309,1,3,7,3480
842,310,1,37,10,3480
843,310,1,116,12,3480
844,311,1,20,2,3480
845,312,1,6,12,3480
846,312,1,42,12,3480
847,312,1,74,5,3480
848,313,1,1,1,3540
849,313,1,16,10,3540
850,314,1,369,8,3540
851,314,1,20,5,3540
852,315,1,488,6,3540
853,315,1,32,6,3540
854,316,1,449,8,3540
855,316,1,3,11,3540
856,317,1,202,3,3540
857,318,1,90,10,3540
858,319,1,13,12,3540
859,319,1,4,4,3540
860,320,1,46,4,3540
861,320,1,1,8,3540
862,321,1,474,4,3540
863,322,1,3,4,3600
864,323,1,0,6,3600
865,324,1,161,6,3660
866,325,1,28,2,3660
867,326,1,7,2,3660
868,327,1,21,12,3660
869,327,1,47,4,3660
870,327,1,32,2,3660
871,327,1,78,8,3660
872,327,1,122,8,3660
873,328,1,86,10,3660
874,328,1,13,5,3660
875,328,1,381,2,3660
876,328,1,70,6,3660
877,329,1,317,2,3660
878,329,1,276,8,3660
879,330,1,44,9,3660
880,331,1,13,1,3720
881,332,1,46,8,3720
882,333,1,315,7,3720
883,333,1,174,5,3720
884,334,1,189,9,3780
885,335,1,211,8,3780
886,335,1,201,10,3780
887,335,1,16,2,3780
888,336,1,60,7,3780
889,336,1,85,2,3780
890,336,1,0,2,3780
891,336,1,138,10,3780
892,337,1,0,3,3780
893,338,1,293,3,3840
894,338,1,13,6,3840
895,338,1,125,4,3840
896,338,1,151,8,3840
897,339,1,381,10,3840
898,340,1,3,6,3840
899,340,1,60,8,3840
900,340,1,34,11,3840
901,340,1,26,10,3840
902,341,1,77,2,3840
903,342,1,73,10,3840
904,342,1,1,4,3840
905,343,1,385,2,3840
906,343,1,464,11,3840
907,343,1,7,4,3840
908,344,1,416,4,3840
909,345,1,3,6,3900
910,346,1,375,8,3900
911,346,1,22,7,3900
912,346,1,278,6,3900
913,346,1,17,4,3900
914,347,1,5,7,3900
915,347,1,98,7,3900
916,348,1,60,8,3900
917,348,1,5,8,3900
918,348,1,115,9,3900
919,348,1,326,8,3900
920,348,1,392,6,3900
921,348,1,10,10,3900
922,348,1,89,3,3900
923,349,1,23,10,3900
924,350,1,340,6,3960
925,351,1,188,5,3960
926,351,1,7,12,3960
927,351,1,45,6,3960
928,351,1,63,10,3960
929,352,1,47,1,3960
930,352,1,139,12,3960
931,352,1,376,7,3960
932,353,1,5,4,4020
933,354,1,11,8,4020
934,355,1,1,4,4020
935,356,1,145,2,4020
936,357,1,22,6,4020
937,357,1,339,2,4020
938,358,1,24,5,4080
939,359,1,14,10,4080
940,359,1,22,6,4080
941,360,1,155,1,4080
942,360,1,15,10,4080
943,361,1,165,9,4080
944,361,1,1,10,4080
945,361,1,41,4,4080
946,361,1,181,4,4080
947,362,1,4,6,4080
948,363,1,301,6,4080
949,364,1,475,2,4080
950,365,1,242,10,4080
951,365,1,24,6,4080
952,366,1,77,11,4140
953,366,1,26,6,4140
954,366,1,34,6,4140
955,366,1,5,12,4140
956,367,1,0,7,4140
957,368,1,99,4,4140
958,369,1,18,9,4140
959,369,1,26,3,4140
960,370,1,10,1,4140
961,371,1,4,5,4200
962,371,1,2,5,4200
963,372,1,137,8,4200
964,372,1,133,4,4200
965,372,1,249,3,4200
966,373,1,6,12,4200
967,373,1,42,9,4200
968,373,1,94,6,4200
969,373,1,176,4,4200
970,374,1,151,5,4260
971,374,1,363,5,4260
972,374,1,37,6,4260
973,375,1,2,4,4260
974,376,1,47,6,4260
975,377,1,486,1,4260
976,378,1,107,5,4260
977,378,1,121,8,4260
978,379,1,15,8,4260
979,380,1,44,5,4260
980,380,1,8,6,4260
981,380,1,142,6,4260
982,381,1,39,6,4320
983,381,1,22,10,4320
984,381,1,99,2,4320
985,381,1,109,5,4320
986,381,1,6,6,4320
987,382,1,462,2,4320
988,382,1,37,5,4320
989,382,1,20,10,4320
990,383,1,68,11,4320
991,383,1,168,8,4320
992,384,1,19,2,4380
993,385,1,69,9,4380
994,385,1,283,12,4380
995,386,1,399,8,4380
996,387,1,484,2,4380
997,387,1,46,9,4380
998,387,1,32,7,4380
999,388,1,86,1,4380
1000,389,1,364,6,4380
1001,390,1,493,4,4380
1002,390,1,236,3,4380
1003,391,1,63,4,4380
1004,392,1,45,2,4440
1005,393,1,127,4,4440
1006,393,1,109,5,4440
1007,394,1,219,12,4440
1008,395,1,208,1,4440
1009,396,1,131,6,4440
1010,396,1,13,7,4440
1011,397,1,8,2,4500
1012,398,1,80,10,4500
1013,399,1,75,6,4500
1014,399,1,238,5,4500
1015,400,1,28,2,4560
1016,400,1,7,6,4560
1017,400,1,78,11,4560
1018,400,1,5,6,4560
1019,401,1,118,10,4560
1020,402,1,191,2,4560
1021,403,1,173,3,4560
1022,403,1,1,5,4560
1023,403,1,318,2,4560
1024,404,1,5,6,4560
1025,405,1,62,11,4560
1026,406,1,87,7,4620
1027,407,1,495,7,4680
1028,408,1,7,4,4680
1029,408,1,144,8,4680
1030,408,1,8,2,4680
1031,408,1,68,6,4680
1032,408,1,402,7,4680
1033,408,1,0,6,4680
1034,408,1,336,1,4680
1035,408,1,9,6,4680
1036,408,1,238,6,4680
1037,408,1,22,12,4680
1038,409,1,80,8,4680
1039,409,1,105,2,4680
1040,410,1,7,6,4680
1041,410,1,58,12,4680
1042,411,1,291,6,4740
1043,411,1,162,2,4740
1044,411,1,2,4,4740
1045,411,1,8,7,4740
1046,412,1,2,8,4740
1047,413,1,49,6,4740
1048,414,1,1,6,4740
1049,415,1,22,2,4800
1050,415,1,489,12,4800
1051,415,1,294,4,4800
1052,415,1,138,3,4800
1053,415,1,368,10,4800
1054,415,1,341,9,4800
1055,416,1,359,6,4800
1056,416,1,4,5,4800
1057,416,1,9,7,4800
1058,417,1,11,11,4800
1059,418,1,4,4,4860
1060,418,1,441,5,4860
1061,419,1,6,10,4860
1062,420,1,4,7,4860
1063,420,1,93,2,4860
1064,421,1,18,5,4860
1065,421,1,11,6,4860
1066,422,1,3,7,4860
1067,422,1,104,12,4860
1068,423,1,109,5,4860
1069,424,1,106,11,4860
1070,424,1,7,8,4860
1071,424,1,39,6,4860
1072,424,1,232,7,4860
1073,424,1,60,9,4860
1074,424,1,58,8,4860
1075,424,1,102,10,4860
1076,424,1,3,5,4860
1077,425,1,7,8,4860
1078,425,1,45,5,4860
