sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
194,-11,1,229,10,0
195,-10,1,72,4,0
196,-10,1,1,8,0
197,-10,1,13,8,0
198,-10,1,9,11,0
199,-10,1,489,8,0
200,-9,1,100,4,0
201,-9,1,450,2,0
202,-8,1,0,11,0
203,-8,1,134,3,0
204,-7,1,402,12,0
205,-6,1,61,6,0
206,-5,1,177,2,0
207,-4,1,16,3,0
208,-3,1,46,4,0
209,-3,1,11,8,0
210,-3,1,221,9,0
211,-3,1,160,9,0
212,-2,1,0,5,0
213,-1,1,422,8,0
